rental_date,amount,customer_name,email,film_title,release_year,rental_rate,film_length,rating
2005-06-17 09:19:45,0.99,Jennifer Davis,jennifer.davis@sakilacustomer.org,Illusion Amelie,2006,0.99,122,R
2005-06-18 12:03:23,0.99,Jennifer Davis,jennifer.davis@sakilacustomer.org,Handicap Boondock,2006,0.99,108,R
2005-06-16 21:06:00,0.99,Maria Miller,maria.miller@sakilacustomer.org,Legend Jedi,2006,0.99,59,PG
2005-06-18 05:03:36,2.99,Maria Miller,maria.miller@sakilacustomer.org,Telemark Heartbreakers,2006,2.99,152,PG-13
2005-06-19 14:00:26,0.99,Maria Miller,maria.miller@sakilacustomer.org,Novocaine Flight,2006,0.99,64,G
2005-06-20 01:50:56,4.99,Maria Miller,maria.miller@sakilacustomer.org,Bucket Brotherhood,2006,4.99,133,PG
2005-06-20 10:11:53,0.99,Maria Miller,maria.miller@sakilacustomer.org,Holocaust Highball,2006,0.99,149,R
2005-06-15 09:59:16,2.99,Susan Wilson,susan.wilson@sakilacustomer.org,Artist Coldblooded,2006,2.99,170,NC-17
2005-06-17 18:21:35,5.99,Susan Wilson,susan.wilson@sakilacustomer.org,High Encino,2006,2.99,84,R
2005-06-20 17:57:47,4.99,Susan Wilson,susan.wilson@sakilacustomer.org,Lies Treatment,2006,4.99,147,NC-17
2005-06-20 19:59:28,7.99,Margaret Moore,margaret.moore@sakilacustomer.org,Streetcar Intentions,2006,4.99,73,R
2005-06-21 04:08:43,4.99,Margaret Moore,margaret.moore@sakilacustomer.org,Speed Suit,2006,4.99,124,PG-13
2005-06-16 20:21:53,4.99,Dorothy Taylor,dorothy.taylor@sakilacustomer.org,Details Packer,2006,4.99,88,R
2005-06-17 11:11:14,4.99,Dorothy Taylor,dorothy.taylor@sakilacustomer.org,Hawk Chill,2006,0.99,47,PG-13
2005-06-18 03:26:23,3.99,Dorothy Taylor,dorothy.taylor@sakilacustomer.org,Stampede Disturbing,2006,0.99,75,R
2005-06-19 20:01:59,0.99,Dorothy Taylor,dorothy.taylor@sakilacustomer.org,Gun Bonnie,2006,0.99,100,G
2005-06-20 00:00:55,0.99,Dorothy Taylor,dorothy.taylor@sakilacustomer.org,Fury Murder,2006,0.99,178,PG-13
2005-06-15 20:53:07,6.99,Lisa Anderson,lisa.anderson@sakilacustomer.org,Telemark Heartbreakers,2006,2.99,152,PG-13
2005-06-17 07:26:45,7.99,Lisa Anderson,lisa.anderson@sakilacustomer.org,Center Dinosaur,2006,4.99,152,PG
2005-06-20 23:49:12,0.99,Lisa Anderson,lisa.anderson@sakilacustomer.org,Smoking Barbarella,2006,0.99,50,PG-13
2005-06-16 17:02:55,5.99,Nancy Thomas,nancy.thomas@sakilacustomer.org,Sea Virgin,2006,2.99,80,PG
2005-06-18 18:11:51,5.99,Nancy Thomas,nancy.thomas@sakilacustomer.org,Something Duck,2006,4.99,180,NC-17
2005-06-18 23:07:12,5.99,Nancy Thomas,nancy.thomas@sakilacustomer.org,Undefeated Dalmations,2006,4.99,107,PG-13
2005-06-19 08:11:51,4.99,Nancy Thomas,nancy.thomas@sakilacustomer.org,Wisdom Worker,2006,0.99,98,R
2005-06-20 19:33:52,2.99,Nancy Thomas,nancy.thomas@sakilacustomer.org,Dracula Crystal,2006,0.99,176,G
2005-06-21 16:31:27,0.99,Nancy Thomas,nancy.thomas@sakilacustomer.org,Unforgiven Zoolander,2006,0.99,129,PG
2005-06-17 06:54:42,2.99,Karen Jackson,karen.jackson@sakilacustomer.org,Deceiver Betrayed,2006,0.99,122,NC-17
2005-06-18 02:24:01,4.99,Karen Jackson,karen.jackson@sakilacustomer.org,Loser Hustler,2006,4.99,80,PG
2005-06-20 06:26:57,2.99,Karen Jackson,karen.jackson@sakilacustomer.org,South Wait,2006,2.99,143,R
2005-06-20 12:45:33,8.99,Karen Jackson,karen.jackson@sakilacustomer.org,Chance Resurrection,2006,2.99,70,R
2005-06-15 13:32:15,4.99,Betty White,betty.white@sakilacustomer.org,Titans Jerk,2006,4.99,91,PG
2005-06-18 21:26:56,2.99,Helen Harris,helen.harris@sakilacustomer.org,Bear Graceland,2006,2.99,160,R
2005-06-20 05:15:37,5.99,Helen Harris,helen.harris@sakilacustomer.org,Hotel Happiness,2006,4.99,181,PG-13
2005-06-20 22:52:18,0.99,Helen Harris,helen.harris@sakilacustomer.org,Talented Homicide,2006,0.99,173,PG
2005-06-17 07:04:57,6.99,Sandra Martin,sandra.martin@sakilacustomer.org,Sweden Shining,2006,4.99,176,PG
2005-06-17 07:50:53,7.99,Sandra Martin,sandra.martin@sakilacustomer.org,Bilko Anonymous,2006,4.99,100,PG-13
2005-06-20 07:10:09,7.99,Sandra Martin,sandra.martin@sakilacustomer.org,Sunrise League,2006,4.99,135,PG-13
2005-06-21 11:16:42,0.99,Sandra Martin,sandra.martin@sakilacustomer.org,Outbreak Divine,2006,0.99,169,NC-17
2005-06-18 00:17:58,5.99,Donna Thompson,donna.thompson@sakilacustomer.org,Telegraph Voyage,2006,4.99,148,PG
2005-06-19 12:29:08,8.99,Donna Thompson,donna.thompson@sakilacustomer.org,Easy Gladiator,2006,4.99,148,G
2005-06-21 05:06:30,5.99,Donna Thompson,donna.thompson@sakilacustomer.org,Stagecoach Armageddon,2006,4.99,112,R
2005-06-15 19:30:18,5.99,Carol Garcia,carol.garcia@sakilacustomer.org,Secrets Paradise,2006,4.99,109,G
2005-06-16 19:23:23,4.99,Carol Garcia,carol.garcia@sakilacustomer.org,Aladdin Calendar,2006,4.99,63,NC-17
2005-06-17 19:52:42,5.99,Carol Garcia,carol.garcia@sakilacustomer.org,Giant Troopers,2006,2.99,102,R
2005-06-20 09:02:51,8.99,Carol Garcia,carol.garcia@sakilacustomer.org,Yentl Idaho,2006,4.99,86,R
2005-06-19 10:42:59,2.99,Ruth Martinez,ruth.martinez@sakilacustomer.org,Shepherd Midsummer,2006,0.99,113,R
2005-06-19 22:55:37,2.99,Ruth Martinez,ruth.martinez@sakilacustomer.org,Saddle Antitrust,2006,2.99,80,PG-13
2005-06-21 17:38:02,2.99,Ruth Martinez,ruth.martinez@sakilacustomer.org,Shock Cabin,2006,2.99,79,PG-13
2005-06-16 02:33:53,0.99,Sharon Robinson,sharon.robinson@sakilacustomer.org,Voice Peach,2006,0.99,139,PG-13
2005-06-17 21:16:41,3.99,Sharon Robinson,sharon.robinson@sakilacustomer.org,Minority Kiss,2006,0.99,59,G
2005-06-18 11:46:26,4.99,Sharon Robinson,sharon.robinson@sakilacustomer.org,Wyoming Storm,2006,4.99,100,PG-13
2005-06-21 11:21:38,4.99,Sharon Robinson,sharon.robinson@sakilacustomer.org,Quest Mussolini,2006,2.99,177,R
2005-06-18 04:08:50,7.99,Michelle Clark,michelle.clark@sakilacustomer.org,Salute Apollo,2006,2.99,73,R
2005-06-18 06:13:41,4.99,Michelle Clark,michelle.clark@sakilacustomer.org,War Notting,2006,4.99,80,G
2005-06-18 15:37:55,2.99,Michelle Clark,michelle.clark@sakilacustomer.org,Pond Seattle,2006,2.99,185,PG-13
2005-06-19 21:14:33,4.99,Michelle Clark,michelle.clark@sakilacustomer.org,Igby Maker,2006,4.99,160,NC-17
2005-06-21 01:04:35,10.99,Michelle Clark,michelle.clark@sakilacustomer.org,Trap Guys,2006,4.99,110,G
2005-06-21 17:18:01,2.99,Laura Rodriguez,laura.rodriguez@sakilacustomer.org,Tarzan Videotape,2006,2.99,91,PG-13
2005-06-19 16:44:35,1.99,Sarah Lewis,sarah.lewis@sakilacustomer.org,Loathing Legally,2006,0.99,140,R
2005-06-19 20:50:01,0.99,Sarah Lewis,sarah.lewis@sakilacustomer.org,Mourning Purple,2006,0.99,146,PG
2005-06-20 10:48:56,5.99,Sarah Lewis,sarah.lewis@sakilacustomer.org,Eve Resurrection,2006,4.99,66,G
2005-06-20 13:19:58,4.99,Sarah Lewis,sarah.lewis@sakilacustomer.org,Forrester Comancheros,2006,4.99,112,NC-17
2005-06-21 21:49:18,2.99,Sarah Lewis,sarah.lewis@sakilacustomer.org,Graffiti Love,2006,0.99,117,PG
2005-06-16 14:39:31,2.99,Kimberly Lee,kimberly.lee@sakilacustomer.org,Affair Prejudice,2006,2.99,117,G
2005-06-17 16:27:51,2.99,Kimberly Lee,kimberly.lee@sakilacustomer.org,Metropolis Coma,2006,2.99,64,PG-13
2005-06-17 20:16:12,4.99,Kimberly Lee,kimberly.lee@sakilacustomer.org,Liaisons Sweet,2006,4.99,140,PG
2005-06-18 19:28:02,5.99,Kimberly Lee,kimberly.lee@sakilacustomer.org,Conversation Downhill,2006,4.99,112,R
2005-06-20 07:33:09,7.99,Kimberly Lee,kimberly.lee@sakilacustomer.org,Fire Wolves,2006,4.99,173,R
2005-06-15 12:17:34,4.99,Deborah Walker,deborah.walker@sakilacustomer.org,Early Home,2006,4.99,96,NC-17
2005-06-15 14:09:55,2.99,Deborah Walker,deborah.walker@sakilacustomer.org,Spy Mile,2006,2.99,112,PG-13
2005-06-16 17:13:23,6.99,Deborah Walker,deborah.walker@sakilacustomer.org,Titans Jerk,2006,4.99,91,PG
2005-06-19 08:23:11,8.99,Deborah Walker,deborah.walker@sakilacustomer.org,Suit Walls,2006,4.99,111,R
2005-06-20 02:41:28,4.99,Deborah Walker,deborah.walker@sakilacustomer.org,Chisum Behavior,2006,4.99,124,G
2005-06-21 20:53:31,4.99,Deborah Walker,deborah.walker@sakilacustomer.org,Drifter Commandments,2006,4.99,61,PG-13
2005-06-15 18:53:14,5.99,Jessica Hall,jessica.hall@sakilacustomer.org,Orange Grapes,2006,0.99,76,PG-13
2005-06-16 14:01:02,4.99,Jessica Hall,jessica.hall@sakilacustomer.org,Others Soup,2006,2.99,118,PG
2005-06-17 18:14:08,9.99,Jessica Hall,jessica.hall@sakilacustomer.org,Connecticut Tramp,2006,4.99,172,R
2005-06-18 17:07:34,3.99,Jessica Hall,jessica.hall@sakilacustomer.org,Northwest Polish,2006,2.99,172,PG
2005-06-18 17:25:05,6.99,Jessica Hall,jessica.hall@sakilacustomer.org,Scorpion Apollo,2006,4.99,137,NC-17
2005-06-19 01:27:46,4.99,Jessica Hall,jessica.hall@sakilacustomer.org,Head Stranger,2006,4.99,69,R
2005-06-19 16:21:19,4.99,Jessica Hall,jessica.hall@sakilacustomer.org,Elephant Trojan,2006,4.99,126,PG-13
2005-06-15 10:11:42,4.99,Shirley Allen,shirley.allen@sakilacustomer.org,Hustler Party,2006,4.99,83,NC-17
2005-06-15 21:17:17,4.99,Shirley Allen,shirley.allen@sakilacustomer.org,Metal Armageddon,2006,2.99,161,PG-13
2005-06-16 13:05:09,2.99,Shirley Allen,shirley.allen@sakilacustomer.org,Wonderful Drop,2006,2.99,126,NC-17
2005-06-17 08:59:57,3.99,Shirley Allen,shirley.allen@sakilacustomer.org,Jason Trap,2006,2.99,130,NC-17
2005-06-18 23:48:47,2.99,Shirley Allen,shirley.allen@sakilacustomer.org,Wonka Sea,2006,2.99,85,NC-17
2005-06-19 20:03:29,4.99,Shirley Allen,shirley.allen@sakilacustomer.org,Peak Forever,2006,4.99,80,PG
2005-06-20 12:28:59,1.99,Shirley Allen,shirley.allen@sakilacustomer.org,Orange Grapes,2006,0.99,76,PG-13
2005-06-21 17:22:36,3.99,Shirley Allen,shirley.allen@sakilacustomer.org,Malkovich Pet,2006,2.99,159,G
2005-06-15 04:58:07,2.99,Cynthia Young,cynthia.young@sakilacustomer.org,Star Operation,2006,2.99,181,PG
2005-06-16 01:24:08,4.99,Cynthia Young,cynthia.young@sakilacustomer.org,Dying Maker,2006,4.99,168,PG
2005-06-18 08:18:52,3.99,Cynthia Young,cynthia.young@sakilacustomer.org,Virginian Pluto,2006,0.99,164,R
2005-06-19 06:30:10,0.99,Cynthia Young,cynthia.young@sakilacustomer.org,Odds Boogie,2006,0.99,48,NC-17
2005-06-21 02:25:00,0.99,Cynthia Young,cynthia.young@sakilacustomer.org,Banger Pinocchio,2006,0.99,113,R
2005-06-19 10:38:42,0.99,Angela Hernandez,angela.hernandez@sakilacustomer.org,Glass Dying,2006,0.99,103,G
2005-06-19 11:42:20,0.99,Angela Hernandez,angela.hernandez@sakilacustomer.org,Madness Attacks,2006,0.99,178,PG-13
2005-06-19 13:33:06,7.99,Angela Hernandez,angela.hernandez@sakilacustomer.org,Ghost Groundhog,2006,4.99,85,G
2005-06-19 15:42:07,2.99,Angela Hernandez,angela.hernandez@sakilacustomer.org,Wrong Behavior,2006,2.99,178,PG-13
2005-06-19 19:18:09,2.99,Angela Hernandez,angela.hernandez@sakilacustomer.org,Zoolander Fiction,2006,2.99,101,R
2005-06-20 04:16:07,2.99,Angela Hernandez,angela.hernandez@sakilacustomer.org,Amistad Midsummer,2006,2.99,85,G
2005-06-21 08:49:16,2.99,Angela Hernandez,angela.hernandez@sakilacustomer.org,Network Peak,2006,2.99,75,PG-13
2005-06-17 02:39:20,1.99,Melissa King,melissa.king@sakilacustomer.org,Storm Happiness,2006,0.99,57,NC-17
2005-06-17 04:25:12,2.99,Melissa King,melissa.king@sakilacustomer.org,Christmas Moonshine,2006,0.99,150,NC-17
2005-06-17 22:59:42,4.99,Melissa King,melissa.king@sakilacustomer.org,Gleaming Jawbreaker,2006,2.99,89,NC-17
2005-06-19 15:10:09,2.99,Melissa King,melissa.king@sakilacustomer.org,Empire Malkovich,2006,0.99,177,G
2005-06-16 10:05:40,4.99,Brenda Wright,brenda.wright@sakilacustomer.org,Jingle Sagebrush,2006,4.99,124,PG-13
2005-06-16 23:20:16,1.99,Brenda Wright,brenda.wright@sakilacustomer.org,Camelot Vacation,2006,0.99,61,NC-17
2005-06-18 03:57:36,0.99,Brenda Wright,brenda.wright@sakilacustomer.org,Personal Ladybugs,2006,0.99,118,PG-13
2005-06-18 11:35:30,6.99,Brenda Wright,brenda.wright@sakilacustomer.org,Chasing Fight,2006,4.99,114,PG
2005-06-18 15:49:48,7.99,Brenda Wright,brenda.wright@sakilacustomer.org,Horn Working,2006,2.99,95,PG
2005-06-18 18:34:21,0.99,Brenda Wright,brenda.wright@sakilacustomer.org,Army Flintstones,2006,0.99,148,R
2005-06-19 01:20:00,0.99,Brenda Wright,brenda.wright@sakilacustomer.org,Tramp Others,2006,0.99,171,PG
2005-06-19 10:06:20,4.99,Brenda Wright,brenda.wright@sakilacustomer.org,Ghost Groundhog,2006,4.99,85,G
2005-06-20 18:05:15,2.99,Brenda Wright,brenda.wright@sakilacustomer.org,Island Exorcist,2006,2.99,84,NC-17
2005-06-20 22:19:25,1.99,Brenda Wright,brenda.wright@sakilacustomer.org,Grit Clockwork,2006,0.99,137,PG
2005-06-21 00:38:47,0.99,Brenda Wright,brenda.wright@sakilacustomer.org,Pacific Amistad,2006,0.99,144,G
2005-06-17 03:53:18,6.99,Amy Lopez,amy.lopez@sakilacustomer.org,Shawshank Bubble,2006,4.99,80,PG
2005-06-17 23:39:11,0.99,Amy Lopez,amy.lopez@sakilacustomer.org,Gilmore Boiled,2006,0.99,163,R
2005-06-19 08:22:09,5.99,Amy Lopez,amy.lopez@sakilacustomer.org,Philadelphia Wife,2006,4.99,137,PG-13
2005-06-20 02:02:05,1.99,Amy Lopez,amy.lopez@sakilacustomer.org,Birdcage Casper,2006,0.99,103,NC-17
2005-06-15 09:46:33,10.99,Anna Hill,anna.hill@sakilacustomer.org,Flintstones Happiness,2006,4.99,148,PG-13
2005-06-20 22:21:10,8.99,Anna Hill,anna.hill@sakilacustomer.org,Velvet Terminator,2006,4.99,173,R
2005-06-17 04:29:58,4.99,Rebecca Scott,rebecca.scott@sakilacustomer.org,Fiddler Lost,2006,4.99,75,R
2005-06-18 05:29:52,5.99,Rebecca Scott,rebecca.scott@sakilacustomer.org,Nightmare Chill,2006,4.99,149,PG
2005-06-20 20:35:28,0.99,Rebecca Scott,rebecca.scott@sakilacustomer.org,Amadeus Holy,2006,0.99,113,PG
2005-06-16 04:09:08,0.99,Virginia Green,virginia.green@sakilacustomer.org,Arabia Dogma,2006,0.99,62,NC-17
2005-06-17 10:47:24,2.99,Virginia Green,virginia.green@sakilacustomer.org,Chariots Conspiracy,2006,2.99,71,R
2005-06-18 03:50:18,4.99,Virginia Green,virginia.green@sakilacustomer.org,Newton Labyrinth,2006,0.99,75,PG
2005-06-18 03:52:14,0.99,Virginia Green,virginia.green@sakilacustomer.org,Kane Exorcist,2006,0.99,92,R
2005-06-19 16:15:56,2.99,Virginia Green,virginia.green@sakilacustomer.org,Metropolis Coma,2006,2.99,64,PG-13
2005-06-20 17:53:30,4.99,Virginia Green,virginia.green@sakilacustomer.org,Snatch Slipper,2006,4.99,110,PG
2005-06-19 16:05:41,0.99,Kathleen Adams,kathleen.adams@sakilacustomer.org,Go Purple,2006,0.99,54,R
2005-06-16 04:44:23,4.99,Pamela Baker,pamela.baker@sakilacustomer.org,Beast Hunchback,2006,4.99,89,R
2005-06-16 21:08:46,1.99,Pamela Baker,pamela.baker@sakilacustomer.org,Coast Rainbow,2006,0.99,55,PG
2005-06-17 00:43:57,3.99,Pamela Baker,pamela.baker@sakilacustomer.org,Anaconda Confessions,2006,0.99,92,R
2005-06-15 05:55:40,2.99,Martha Gonzalez,martha.gonzalez@sakilacustomer.org,Voyage Legally,2006,0.99,78,PG-13
2005-06-19 02:49:55,1.99,Martha Gonzalez,martha.gonzalez@sakilacustomer.org,Family Sweet,2006,0.99,155,R
2005-06-19 06:48:01,1.99,Martha Gonzalez,martha.gonzalez@sakilacustomer.org,Language Cowboy,2006,0.99,78,NC-17
2005-06-20 10:00:51,4.99,Martha Gonzalez,martha.gonzalez@sakilacustomer.org,Champion Flatliners,2006,4.99,51,PG
2005-06-21 15:12:44,3.99,Martha Gonzalez,martha.gonzalez@sakilacustomer.org,Robbers Joon,2006,2.99,102,PG-13
2005-06-16 07:49:08,5.99,Debra Nelson,debra.nelson@sakilacustomer.org,Rocketeer Mother,2006,0.99,178,PG-13
2005-06-17 04:51:43,4.99,Debra Nelson,debra.nelson@sakilacustomer.org,Disciple Mother,2006,0.99,141,PG
2005-06-17 21:14:02,0.99,Debra Nelson,debra.nelson@sakilacustomer.org,Timberland Sky,2006,0.99,69,G
2005-06-18 18:35:04,4.99,Debra Nelson,debra.nelson@sakilacustomer.org,Daddy Pittsburgh,2006,4.99,161,G
2005-06-19 08:49:53,4.99,Debra Nelson,debra.nelson@sakilacustomer.org,Samurai Lion,2006,2.99,110,G
2005-06-20 01:06:34,4.99,Debra Nelson,debra.nelson@sakilacustomer.org,Platoon Instinct,2006,4.99,132,PG-13
2005-06-18 20:28:31,7.99,Amanda Carter,amanda.carter@sakilacustomer.org,Videotape Arsenic,2006,4.99,145,NC-17
2005-06-20 02:33:42,2.99,Amanda Carter,amanda.carter@sakilacustomer.org,Doom Dancing,2006,0.99,68,R
2005-06-20 09:12:12,4.99,Amanda Carter,amanda.carter@sakilacustomer.org,Freddy Storm,2006,4.99,65,NC-17
2005-06-21 18:39:34,0.99,Amanda Carter,amanda.carter@sakilacustomer.org,Homeward Cider,2006,0.99,103,R
2005-06-19 03:24:17,4.99,Stephanie Mitchell,stephanie.mitchell@sakilacustomer.org,Holes Brannigan,2006,4.99,128,PG
2005-06-21 03:10:01,7.99,Stephanie Mitchell,stephanie.mitchell@sakilacustomer.org,West Lion,2006,4.99,159,G
2005-06-16 00:49:32,0.99,Carolyn Perez,carolyn.perez@sakilacustomer.org,Pocus Pulp,2006,0.99,138,NC-17
2005-06-17 15:27:33,2.99,Carolyn Perez,carolyn.perez@sakilacustomer.org,Balloon Homeward,2006,2.99,75,NC-17
2005-06-17 23:57:34,3.99,Carolyn Perez,carolyn.perez@sakilacustomer.org,Suspects Quills,2006,2.99,47,PG
2005-06-18 08:27:33,4.99,Carolyn Perez,carolyn.perez@sakilacustomer.org,Harry Idaho,2006,4.99,121,PG-13
2005-06-16 01:28:22,4.99,Christine Roberts,christine.roberts@sakilacustomer.org,Beast Hunchback,2006,4.99,89,R
2005-06-15 21:56:39,3.99,Marie Turner,marie.turner@sakilacustomer.org,Oz Liaisons,2006,2.99,85,R
2005-06-18 14:25:29,2.99,Marie Turner,marie.turner@sakilacustomer.org,Forward Temple,2006,2.99,90,NC-17
2005-06-19 19:40:27,3.99,Marie Turner,marie.turner@sakilacustomer.org,Gunfight Moon,2006,0.99,70,NC-17
2005-06-20 00:01:36,4.99,Marie Turner,marie.turner@sakilacustomer.org,Moonshine Cabin,2006,4.99,171,PG-13
2005-06-16 20:41:57,4.99,Janet Phillips,janet.phillips@sakilacustomer.org,Hysterical Grail,2006,4.99,150,PG
2005-06-17 09:45:30,2.99,Janet Phillips,janet.phillips@sakilacustomer.org,Samurai Lion,2006,2.99,110,G
2005-06-19 14:55:17,4.99,Janet Phillips,janet.phillips@sakilacustomer.org,Darn Forrester,2006,4.99,185,G
2005-06-21 15:11:02,3.99,Janet Phillips,janet.phillips@sakilacustomer.org,Agent Truman,2006,2.99,169,PG
2005-06-21 20:39:39,0.99,Janet Phillips,janet.phillips@sakilacustomer.org,Cabin Flash,2006,0.99,53,NC-17
2005-06-14 23:17:03,4.99,Catherine Campbell,catherine.campbell@sakilacustomer.org,Maiden Home,2006,4.99,138,PG
2005-06-15 03:18:40,4.99,Catherine Campbell,catherine.campbell@sakilacustomer.org,Witches Panic,2006,4.99,100,NC-17
2005-06-17 22:05:40,0.99,Catherine Campbell,catherine.campbell@sakilacustomer.org,Resurrection Silverado,2006,0.99,117,PG
2005-06-18 02:10:42,2.99,Catherine Campbell,catherine.campbell@sakilacustomer.org,Extraordinary Conquerer,2006,2.99,122,G
2005-06-20 07:33:38,8.99,Catherine Campbell,catherine.campbell@sakilacustomer.org,Agent Truman,2006,2.99,169,PG
2005-06-20 08:06:18,4.99,Catherine Campbell,catherine.campbell@sakilacustomer.org,Working Microcosmos,2006,4.99,74,R
2005-06-21 19:36:15,4.99,Catherine Campbell,catherine.campbell@sakilacustomer.org,Freddy Storm,2006,4.99,65,NC-17
2005-06-17 03:17:21,4.99,Frances Parker,frances.parker@sakilacustomer.org,Fellowship Autumn,2006,4.99,77,NC-17
2005-06-18 08:34:59,6.99,Frances Parker,frances.parker@sakilacustomer.org,Zorro Ark,2006,4.99,50,NC-17
2005-06-21 08:29:41,5.99,Frances Parker,frances.parker@sakilacustomer.org,Creatures Shakespeare,2006,0.99,139,NC-17
2005-06-16 12:18:41,9.99,Ann Evans,ann.evans@sakilacustomer.org,Telegraph Voyage,2006,4.99,148,PG
2005-06-19 20:29:24,0.99,Ann Evans,ann.evans@sakilacustomer.org,Shepherd Midsummer,2006,0.99,113,R
2005-06-14 23:16:26,0.99,Joyce Edwards,joyce.edwards@sakilacustomer.org,Sleuth Orient,2006,0.99,87,NC-17
2005-06-15 04:44:10,9.99,Joyce Edwards,joyce.edwards@sakilacustomer.org,Range Moonwalker,2006,4.99,147,PG
2005-06-16 12:11:20,0.99,Joyce Edwards,joyce.edwards@sakilacustomer.org,Bonnie Holocaust,2006,0.99,63,G
2005-06-16 18:52:12,6.99,Joyce Edwards,joyce.edwards@sakilacustomer.org,Right Cranes,2006,4.99,153,PG-13
2005-06-21 02:46:17,4.99,Joyce Edwards,joyce.edwards@sakilacustomer.org,Backlash Undefeated,2006,4.99,118,PG-13
2005-06-15 03:38:53,2.99,Diane Collins,diane.collins@sakilacustomer.org,Enough Raging,2006,2.99,158,NC-17
2005-06-16 19:27:12,4.99,Diane Collins,diane.collins@sakilacustomer.org,Rugrats Shakespeare,2006,0.99,109,PG-13
2005-06-20 09:32:33,0.99,Diane Collins,diane.collins@sakilacustomer.org,Caper Motions,2006,0.99,176,G
2005-06-20 21:55:54,2.99,Diane Collins,diane.collins@sakilacustomer.org,Lose Inch,2006,0.99,137,R
2005-06-15 14:48:04,1.99,Alice Stewart,alice.stewart@sakilacustomer.org,Beethoven Exorcist,2006,0.99,151,PG-13
2005-06-15 21:11:18,0.99,Alice Stewart,alice.stewart@sakilacustomer.org,Bound Cheaper,2006,0.99,98,PG
2005-06-15 01:38:31,4.99,Julie Sanchez,julie.sanchez@sakilacustomer.org,Desert Poseidon,2006,4.99,64,R
2005-06-18 03:54:31,0.99,Julie Sanchez,julie.sanchez@sakilacustomer.org,Loverboy Attacks,2006,0.99,162,PG-13
2005-06-19 23:47:24,2.99,Julie Sanchez,julie.sanchez@sakilacustomer.org,Untouchables Sunrise,2006,2.99,120,NC-17
2005-06-21 00:02:28,4.99,Julie Sanchez,julie.sanchez@sakilacustomer.org,Galaxy Sweethearts,2006,4.99,128,R
2005-06-17 09:10:09,0.99,Heather Morris,heather.morris@sakilacustomer.org,Roots Remember,2006,0.99,89,PG-13
2005-06-18 15:26:30,2.99,Heather Morris,heather.morris@sakilacustomer.org,Orient Closer,2006,2.99,118,R
2005-06-20 02:49:01,2.99,Heather Morris,heather.morris@sakilacustomer.org,Shane Darkness,2006,2.99,93,PG
2005-06-20 19:47:12,2.99,Heather Morris,heather.morris@sakilacustomer.org,Others Soup,2006,2.99,118,PG
2005-06-21 03:01:10,0.99,Heather Morris,heather.morris@sakilacustomer.org,Beneath Rush,2006,0.99,53,NC-17
2005-06-16 02:19:02,4.99,Teresa Rogers,teresa.rogers@sakilacustomer.org,Candles Grapes,2006,4.99,135,NC-17
2005-06-16 03:22:00,2.99,Teresa Rogers,teresa.rogers@sakilacustomer.org,Detective Vision,2006,0.99,143,PG-13
2005-06-18 09:55:02,6.99,Teresa Rogers,teresa.rogers@sakilacustomer.org,Autumn Crow,2006,4.99,108,G
2005-06-19 09:57:56,4.99,Teresa Rogers,teresa.rogers@sakilacustomer.org,Home Pity,2006,4.99,185,R
2005-06-16 21:53:05,2.99,Doris Reed,doris.reed@sakilacustomer.org,Operation Operation,2006,2.99,156,G
2005-06-17 15:56:43,2.99,Doris Reed,doris.reed@sakilacustomer.org,Greek Everyone,2006,2.99,176,PG
2005-06-20 02:54:06,2.99,Doris Reed,doris.reed@sakilacustomer.org,Jade Bunch,2006,2.99,174,NC-17
2005-06-20 08:09:11,4.99,Doris Reed,doris.reed@sakilacustomer.org,Truman Crazy,2006,4.99,92,G
2005-06-20 20:34:55,4.99,Doris Reed,doris.reed@sakilacustomer.org,Requiem Tycoon,2006,4.99,167,R
2005-06-16 20:09:01,6.99,Gloria Cook,gloria.cook@sakilacustomer.org,Candles Grapes,2006,4.99,135,NC-17
2005-06-17 21:40:29,0.99,Gloria Cook,gloria.cook@sakilacustomer.org,Lights Deer,2006,0.99,174,R
2005-06-18 21:26:03,4.99,Gloria Cook,gloria.cook@sakilacustomer.org,Fugitive Maguire,2006,4.99,83,R
2005-06-20 08:59:37,0.99,Gloria Cook,gloria.cook@sakilacustomer.org,Gandhi Kwai,2006,0.99,86,PG-13
2005-06-17 15:34:41,5.99,Evelyn Morgan,evelyn.morgan@sakilacustomer.org,Excitement Eve,2006,0.99,51,G
2005-06-17 19:15:45,0.99,Evelyn Morgan,evelyn.morgan@sakilacustomer.org,Timberland Sky,2006,0.99,69,G
2005-06-18 13:11:13,4.99,Evelyn Morgan,evelyn.morgan@sakilacustomer.org,Airport Pollock,2006,4.99,54,R
2005-06-20 03:31:18,7.99,Evelyn Morgan,evelyn.morgan@sakilacustomer.org,Charade Duffel,2006,2.99,66,PG
2005-06-21 11:55:42,0.99,Evelyn Morgan,evelyn.morgan@sakilacustomer.org,Mallrats United,2006,0.99,133,PG
2005-06-18 01:33:09,4.99,Jean Bell,jean.bell@sakilacustomer.org,Rocky War,2006,4.99,145,PG-13
2005-06-19 02:14:11,0.99,Jean Bell,jean.bell@sakilacustomer.org,Grease Youth,2006,0.99,135,G
2005-06-20 03:04:56,0.99,Jean Bell,jean.bell@sakilacustomer.org,Doom Dancing,2006,0.99,68,R
